0,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Community Areas,00000000000000000000000000000000000000000
1416,2e74416e5e519f6569d156aae86df8c8d8065759,713b6274c7d5358988efab5a8110a97aa4a53b3c9df463de6e6642ebdb15b79bb2c8b40579509487bd7586fd7285caeaf3e6941055db28bffb569de451373b9f,2/4/15 14:30,2/4/15 15:00,1860,0,17031980000,17031060900,76,6,$31.05 ,$6.60 ,$0.00 ,$2.00 ,$39.65 ,Credit Card,Dispatch Taxi Affiliation,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.94982935,-87.64396537,POINT (-87.643965 41.949829),75,00000000000000
1417,6c0ebcfd4900f886375804500db2a5167938c1fd,f454eed0504cea35dec37d008e940841cd60610ddacc5e04648c2fcb762cfeae48123639c2b237a18afe37d6521c07d6fe7c6c62d0dacd2cec82955520ce0e3e,1/29/14 1:45,1/29/14 1:45,120,0.4,,,32,32,$4.05 ,$0.00 ,$0.00 ,$0.00 ,$4.05 ,Cash,Taxi Affiliation Services,41.87886558,-87.62519214,POINT (-87.625192 41.878866),41.87886558,-87.62519214,POINT (-87.625192 41.878866),38,000000000000000000000000000000000000000000
1418,c15700d931d87de0cfae24bacfa1efae9b3553b8,38f6145c9a2b848dc1baa16fd91087e606b12bcb8757a9eb003dfab2c031fcaeb931c1ae6b486fab5f1c21037f33a187d1cb97080f4334a63f7ce0713d0f47b4,8/3/13 21:45,8/3/13 21:45,540,0,17031081402,17031839100,8,32,$7.45 ,$3.00 ,$0.00 ,$1.00 ,$11.45 ,Credit Card,Taxi Affiliation Services,41.89197151,-87.61294541,POINT (-87.612945 41.891972),41.88099447,-87.63274649,POINT (-87.632746 41.880994),37,000000000000000
1419,f4f7504fcc4bed73e0832f91c513592f2ac81233,14571f6ac9d0f35e43ba4ebac431691efa801c9021f1698a9cabb0b460bc1fd02806521bcf6f095ff73643bed24216c900f763478594254ca686a55fffbb3ebb,7/28/16 1:00,7/28/16 1:15,1140,11.4,,,56,24,$29.50 ,$4.00 ,$0.00 ,$5.00 ,$38.50 ,Credit Card,Taxi Affiliation Services,41.79259236,-87.76961545,POINT (-87.769615 41.792592),41.90120699,-87.67635599,POINT (-87.676356 41.901207),53,0000000000000000000000000000000
1420,4763d80d913dc4080bc1112df62397cb9178ca20,31760477ea8a53823f828158e65e02b57866ed72ce86b787f04095517f2a60b3012b7c7b8fb629d45e3ecf5128493f6a9917ac213ecff770c57bbccb7848569e,3/27/14 21:45,3/27/14 22:00,600,2.8,,,6,6,$9.05 ,$0.00 ,$0.00 ,$0.00 ,$9.05 ,Cash,,41.9442266,-87.65599818,POINT (-87.655998 41.944227),41.9442266,-87.65599818,POINT (-87.655998 41.944227),57,000000000000000000000000000000000000000000000000000000000000000000000
1421,c4b286144bff3c70dca918faa67c41a16cd4e402,cb45868744afdabf437896ea143543c36e20ce2034d8762c8ae6197265296faeb40d929c7d9e230f5e53e6b584b6b4f86908305f461b754f0480a72fdb601cd4,9/10/16 20:30,9/10/16 20:45,840,0,,,32,36,$15.25 ,$0.00 ,$0.00 ,$1.00 ,$16.25 ,Cash,Taxi Affiliation Services,41.87886558,-87.62519214,POINT (-87.625192 41.878866),41.82371281,-87.60235044,POINT (-87.60235 41.823713),38,00000000000000000000000000000000000000000
1422,dd5b042e078afa599a5fe1b6969e95d2ed0fc337,e93472aad9e00c0a523e1a861ae897303548d713ba63d3b8019a99d519a78fa799cd5a3c5366479d1796d94cbe6552b706e4e60fac373942ee2d349b5d9a44b3,2/14/15 2:45,2/14/15 2:45,0,0,,,,,$4.85 ,$1.21 ,$0.00 ,$0.00 ,$6.06 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1423,544203b8f2d950b91909beac90f0dc10abd7f7bb,a691fe3f730570f709db11561d1409e08fd20b0727c913a37d8a0c8b82ed67899618562eeed4c7c97d8bebc3f86ed2bd42c49d7fbeb6a073895a0d51fbdc2b4f,9/18/13 19:45,9/18/13 19:45,480,1.8,,,28,60,$7.05 ,$0.00 ,$0.00 ,$0.00 ,$7.05 ,Cash,Dispatch Taxi Affiliation,41.87400538,-87.66351755,POINT (-87.663518 41.874005),41.83615016,-87.64878795,POINT (-87.648788 41.83615),29,00000000000000000000000000000000000000000
1424,2fead5454505d99c9df7bad3d3826460aefefd6d,a7b189feae5a04eacd520f6a4898a70e26e4dc6ab9c5822de8e0832b8f8a55c8a8680e04e734e9bf64bd62603d5851c8e14717946fc31fac42da43613cb5a589,11/20/14 15:45,11/20/14 16:00,900,0.1,17031833000,17031081300,28,8,$9.65 ,$2.30 ,$0.00 ,$2.00 ,$13.95 ,Credit Card,Taxi Affiliation Services,41.88528132,-87.6572332,POINT (-87.657233 41.885281),41.89833179,-87.62076287,POINT (-87.620763 41.898332),29,0000000000
1425,bdd3e8cdc512e07de5b7818a62588b60649478a3,c0719cf3e0ca6acb2e23028e0ec324847f2679aa0dbd2977aa42953ff9dca2262d07d38e13a0239256668fbe4e1f5412360e76ca6dfc1336fd196599f17a3d1f,3/16/13 23:15,3/16/13 23:30,600,4.5,17031070101,17031320100,7,32,$11.85 ,$0.00 ,$0.00 ,$0.00 ,$11.85 ,Cash,,41.92926299,-87.63589095,POINT (-87.635891 41.929263),41.88498719,-87.62099291,POINT (-87.620993 41.884987),68,000000000000000000000000000000000000000000
1426,d792e105dd953e63f1d4685d1fc6e3d167ca0b6c,eeace255ebbdbaf09d7ba7ec7a90c018b0f4dc4ac3b3062139301f6a131f30e5205a479114e19ad30b9f61dec75d292b793e2ac867d0c8ba64facd31b70516c8,1/17/16 2:45,1/17/16 3:15,1140,0.6,,,8,11,$28.25 ,$0.00 ,$0.00 ,$0.00 ,$28.25 ,Cash,Taxi Affiliation Services,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.97882953,-87.7711667,POINT (-87.771167 41.97883),37,000000000000000000000000000000000000000000
1427,37d3b1e5fa702a16ca838b9e236dbe8992401bf6,5597d256ef47ce06b5229692a19e810fa110577e317894bbdcc9224afcee09097054f2209fb1e6f6562c6db6a6fd525f2d6885573316cc51417945d508069732,9/22/15 14:30,9/22/15 14:45,960,3.9,,,34,59,$11.65 ,$0.00 ,$0.00 ,$1.00 ,$12.65 ,Cash,Taxi Affiliation Services,41.84207612,-87.63397342,POINT (-87.633973 41.842076),41.8299223,-87.67250265,POINT (-87.672503 41.829922),35,000000000000000000000000000000000000000
1428,35c08b5a93cf91a9caa1d1b2b8ebd7e07fb75a55,59e1ac971265cac68229ac1e7fb8dacd4aa9d7722df16c2ffc039a515b4acacef28cb04e0edbcdf376faf44862240b2621352159d8a72a887da6f531b016a45a,4/29/14 11:45,4/29/14 11:45,300,1,,,,,$5.25 ,$0.00 ,$0.00 ,$0.00 ,$5.25 ,Cash,,,,,,,,,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1429,1ef83df1d6d2028f5f1ea76a55c206ed5ff6fd28,d6d483b25eb5d88cc3adb7db367709e81ecb7cc2c8afe222029aaaef7df1f67d9b0d21b57c3fc65d95dff53834023e04dbfc54598a460ad3937be650cb33f9df,6/11/13 7:45,6/11/13 8:00,600,1.7,17031081300,17031839100,8,32,$7.45 ,$0.00 ,$0.00 ,$0.00 ,$7.45 ,Cash,,41.89833179,-87.62076287,POINT (-87.620763 41.898332),41.88099447,-87.63274649,POINT (-87.632746 41.880994),37,0000000000000000000000000000000000000000000000
1430,a5b840bd0fa1bffb7f84bac2cb636e63648b54ed,ee4f6cc4f34fd53727da7a1cf6fa1f33a4d4f02b4fd08529e6097647f2fff997d946756dcda2e43a90c496ce32dfd685b505bdc580a013759dccd839233f4f1e,2/1/17 13:45,2/1/17 14:00,480,1.2,17031081700,17031841900,8,28,$7.25 ,$0.00 ,$0.00 ,$0.00 ,$7.25 ,Cash,KOAM Taxi Association,41.89204214,-87.63186395,POINT (-87.631864 41.892042),41.86790242,-87.64295867,POINT (-87.642959 41.867902),37,0000000000000000000000000
1431,aad5e1469e06e25ca5c0fe2d4ae6db087eec78ff,468715c4e6b0967d57ec45e4ee960045525de2b01a3229c6579c30a50f2add13037718dad99561fa34ab63fb31ef2bf938b5c0bdd42b66de986af7f58d5ccb57,2/5/16 9:00,2/5/16 9:15,540,1.2,17031320100,17031839100,32,32,$7.00 ,$2.00 ,$0.00 ,$0.00 ,$9.00 ,Credit Card,,41.88498719,-87.62099291,POINT (-87.620993 41.884987),41.88099447,-87.63274649,POINT (-87.632746 41.880994),38,0000000000000000000000000000000000000000
1432,f158a0df6e049bd812c9d1ed58070a516db09263,3dda8ac0704ea01b00416bfaf25bea23d69ed03e522bc96d7c89a52039997d9503a04bc20fb3a8a439a9c6e1df9695c253bed58e2b27b8aac96d14b6d1aa73ed,3/16/13 14:45,3/16/13 14:45,300,0,17031320100,17031280100,32,28,$6.05 ,$0.00 ,$0.00 ,$1.00 ,$7.05 ,Cash,Taxi Affiliation Services,41.88498719,-87.62099291,POINT (-87.620993 41.884987),41.88530002,-87.64280847,POINT (-87.642808 41.8853),38,0000000000000000000000
1433,8c56c92af1c85c4bffe1bef809ee34db054a3a7d,ce1c9dace77769c16274e27718788fe163f3671fd2c0beff2c2b17b4f9856b537e1ddef6be5813c5d14eae508ea320493266c1b985ab5ecc5c964767722be526,6/28/16 13:45,6/28/16 14:00,660,1.4,17031081800,17031081300,8,8,$8.25 ,$2.00 ,$0.00 ,$1.00 ,$11.25 ,Credit Card,Dispatch Taxi Affiliation,41.89321636,-87.63784421,POINT (-87.637844 41.893216),41.89833179,-87.62076287,POINT (-87.620763 41.898332),37,000000000000
1434,8740248ff76b9e77de5bd99633a022a65c68c35d,214fcdd082c941bd6273631b0ff3cedc4bd5307f719e731b7c2c87f3fc956631333f8deefb6093275c5e628b20d631651e835f4eb4d1387498be140030749f32,9/20/15 4:15,9/20/15 4:15,0,0,,,,,$37.65 ,$7.53 ,$0.00 ,$0.00 ,$45.18 ,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1435,5936f735a7447a96ab25886895a1eabfd8a5636d,85475de3eab9986df926b43ca6c243b4cb1a0f239bfc7c9d0daab77af3066f1819d018d00f7780e0efbef0c4e3dadee0c11d80159cb5678a573ce79a7ba9cb10,4/5/14 15:45,4/5/14 16:15,2040,5.9,,,8,5,$19.45 ,$0.00 ,$0.00 ,$1.00 ,$20.45 ,Cash,Northwest Management LLC,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.94779159,-87.68383494,POINT (-87.683835 41.947792),37,000000000000000000000000000000000000000000
1436,9a68a3beacb600b77a0dedc36ff33ecee4cf1b01,895f38da0e1ca619cb0337420d446d30b719065368db699d908a8d2ba9d84d2364545848bb5ec28adbfbf6983f8f16dd91ee577e3bad9906f13667129461065b,11/29/15 13:45,11/29/15 14:15,1560,0.8,,,76,6,$28.85 ,$7.70 ,$0.00 ,$2.00 ,$38.55 ,Credit Card,Taxi Affiliation Services,41.98026432,-87.9136246,POINT (-87.913625 41.980264),41.9442266,-87.65599818,POINT (-87.655998 41.944227),75,0000000000000000000000000000000
1437,14498b67d4e42af7ac82e0b161a99378486d49a8,c26be0dcb7cc401ccdb793704bbfdcd52382b372cbf8bdd8b6b620b4c780ea5b8eb72b1d51fd0095da119822a31b1719ba56700ae390fb7126b41bce87291824,6/8/15 19:00,6/8/15 19:15,780,3,,,7,6,$9.44 ,$0.00 ,$0.00 ,$0.00 ,$9.44 ,Cash,,41.92268628,-87.64948873,POINT (-87.649489 41.922686),41.9442266,-87.65599818,POINT (-87.655998 41.944227),68,000000000000000000000000000000000000000000000000000000000000000000000000
1438,b6f3fd89408633381ab35cc20df3612db3ee9837,9af6b0c81ba32e6a936477a20d967b98b22bc2b28086665da32c6ebab4d06c0f0edc705c3e976f4bc51f2bf2ba26c1092062b412fb7e8d7570fffa011a546465,6/2/13 20:00,6/2/13 20:00,360,0,,,24,8,$7.65 ,$0.00 ,$0.00 ,$0.00 ,$7.65 ,Cash,Taxi Affiliation Services,41.90120699,-87.67635599,POINT (-87.676356 41.901207),41.89960211,-87.63330804,POINT (-87.633308 41.899602),25,000000000000000000000000000000000000000000000
1439,119c62117b4a2a0b63e97695e3516ccd805e28b8,3e45924552e73b7de6ae90a4af6f7d0e58dcb12e12c4499fdfaa1f5d8d3adfeb41dbfab3e3c06b173c155f536f7a2d15d65c5e38872ae3a6bb5ad65a03fa2be4,4/19/13 15:00,4/19/13 15:30,1740,0,17031839100,17031980100,32,56,$27.65 ,$6.10 ,$0.00 ,$3.00 ,$36.75 ,Credit Card,Taxi Affiliation Services,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.78599852,-87.75093429,POINT (-87.750934 41.785999),38,0000000000
1440,64399bc8bd36d8b8815ca9591a8f31ee996ee3d4,38c16ffd0a28bd09ae2efe79ec398f588c0f6639e1a88cfb493bd044a36a0d314a015c1837c3d632791ec15443a25fdbc380b5a227af99b7ac00131c8f04f98f,9/25/13 19:30,9/25/13 19:45,1500,8.9,,,7,,$25.05 ,$7.95 ,$0.00 ,$0.00 ,$33.00 ,Credit Card,,41.92268628,-87.64948873,POINT (-87.649489 41.922686),,,,68,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1441,ece9a160f096bdabd77aa462c12e86b36e7f021a,d7a11b3beb2268b64d7749ad933602476b160a8d42a049d06784c2b53c86a979821bfd025a633e95ff103bd7ac92c73b38c1a1967974df6d542571c6e7d7efde,2/21/16 22:15,2/21/16 22:15,60,0.6,,,31,28,$4.50 ,$0.00 ,$0.00 ,$0.00 ,$4.50 ,Cash,Taxi Affiliation Services,41.85026637,-87.66756931,POINT (-87.667569 41.850266),41.87400538,-87.66351755,POINT (-87.663518 41.874005),33,00000000000000000000000000000000000000000
1442,2cc22de46bc30a3801e0417e7eab999196572ad5,b00182fd8b2223dfa7717e1bb0996f88b747951bd9274c7952fe3eb7e4b9dbbb4a5aa107e18f09fa0c7d28f8cac4907678f3de7eafc00428d9da8154d4ecfce8,6/9/14 18:45,6/9/14 19:15,1620,3.9,,,28,7,$14.85 ,$4.46 ,$0.00 ,$3.00 ,$22.31 ,Credit Card,,41.87400538,-87.66351755,POINT (-87.663518 41.874005),41.92268628,-87.64948873,POINT (-87.649489 41.922686),29,0000000000000000000000000000000000000000000000000000000000
1443,cebf8f7056c100b88bd1281ddebf49021be4f07f,6fddf42c6f6cf22bcced14d3520b8218488737fe3d6212dec084fe8dfef93716398a986cb89d87847e5a4ae1ceeea0b10216bb529bee923cea36b38d1e6f9a1d,8/22/13 13:30,8/22/13 14:00,1440,0,,,21,32,$18.45 ,$0.00 ,$0.00 ,$0.00 ,$18.45 ,Cash,Taxi Affiliation Services,41.9386662,-87.71121059,POINT (-87.711211 41.938666),41.87886558,-87.62519214,POINT (-87.625192 41.878866),22,0000000000000000000000000000000000000000
1444,c54305704a1acdd66876db8497570fab346b38a8,92d8dd4e024b10f1e30fd124427d89ee15d684bf616197a830c2e19d91149a8fa0402bd41b0d6c97beb3c6da20414daccbba49c863bd5b6f182d9c9d7455313f,11/5/14 2:45,11/5/14 3:00,780,3.2,,,8,33,$10.45 ,$3.00 ,$0.00 ,$2.00 ,$15.45 ,Credit Card,Taxi Affiliation Services,41.89960211,-87.63330804,POINT (-87.633308 41.899602),41.85718386,-87.62033462,POINT (-87.620335 41.857184),37,0000000000000000000000000000000000
1445,1c4b137fb06d9927914ced9b9e90f1a09d669327,136bde683344e8d6f81bb0a493c99e3176256fd2564687d66cdca0937781c8a164aa9724eec683a9da5b21009e405e00a78c42a37e99ecfbdf7faba36f3a7e10,6/21/15 2:45,6/21/15 3:00,900,4.59,,,1,,$12.85 ,$0.00 ,$0.00 ,$0.00 ,$12.85 ,Cash,,42.00962288,-87.67016686,POINT (-87.670167 42.009623),,,,10,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1446,226b4d4d7cb849ce28f9845fb073b76faa8c1d9e,481a0e82921b8500cddb5694f01b742768e1731519ebb22a190a932cd7102dee05a6d30c41d3f7f4a367b259b098d23ef7fecde3e7e0d6aebe4279b45c3d685f,11/19/13 12:45,11/19/13 13:00,480,0.09,17031081800,17031839100,8,32,$6.05 ,$0.00 ,$0.00 ,$0.00 ,$6.05 ,Cash,,41.89321636,-87.63784421,POINT (-87.637844 41.893216),41.88099447,-87.63274649,POINT (-87.632746 41.880994),37,00000000000000000000000000000000000000000
1447,9d6abf2fbee7f101264039bb5d6c52d484b98674,78c85ff926aca8f4d4a81ee9b8bf7b3e2a24ec9570eb582b021bfb1777a29bd5ae99fbb2618e5f35a3e3ca0367f15fc891d21f52b650be2ada28f77f076f0c6a,10/10/13 16:00,10/10/13 17:30,5040,16,17031980000,17031242000,76,24,$40.04 ,$8.41 ,$0.00 ,$2.00 ,$50.45 ,Credit Card,,41.97907082,-87.90303966,POINT (-87.90304 41.979071),41.89973739,-87.66495392,POINT (-87.664954 41.899737),75,000000000000000000000000000000000
1448,f16e1eb28fb733b474f20ca874256e796480b2e1,3f7893613d754fc811fc50d7a858fca1c9e81bef21193b814201dffdfc4eaad2437ec600b3de608d902b900159b34f2c8c0f15489dc52a0291a70dffa8ade89c,2/22/14 4:00,2/22/14 4:00,0,0,,,,,$15.00 ,$0.00 ,$0.00 ,$0.00 ,$15.00 ,Credit Card,Park Ridge Taxi and Livery,,,,,,,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1449,3b94958061509e4db08f8e02edaa7be4088e653b,cc44b8f698c0f359f7439f0fdb877c5f7d04b685c8991828be4fc940dbe6119833fd2befcdc5da0201f2db539e5215408c501b9bc261f57cb20f902e82a42c4a,12/17/15 10:30,12/17/15 10:30,360,1.1,17031839100,17031839000,32,32,$6.25 ,$0.00 ,$0.00 ,$0.00 ,$6.25 ,Cash,,41.88099447,-87.63274649,POINT (-87.632746 41.880994),41.87101588,-87.63140653,POINT (-87.631407 41.871016),38,00000000000000000000000000000000000000000
1450,bc51202b8682bd78111dc46ceab449d372f2f0eb,1e0f9d73609c308efb157811e55606b26b659aa59c5d63ff74c655b68e29c353f63b3fc35ec19b95ce6bbe6524664169734869c49299558b5dd85ad6eff08708,12/30/14 3:45,12/30/14 3:45,240,1.7,,,24,24,$6.45 ,$2.00 ,$0.00 ,$1.00 ,$9.45 ,Credit Card,Dispatch Taxi Affiliation,41.90120699,-87.67635599,POINT (-87.676356 41.901207),41.90120699,-87.67635599,POINT (-87.676356 41.901207),25,000000000000000000000000000000000
1451,10aacefa641e5680e1b0c62b81326a31ec3289b7,f1c4fb891f4812fb2865e801d2185b401283b34401b71f25cafc8b108f48241363276826a3fe8f4830d1979de0179f5850a26e115de686d6af99b79e66218656,2/2/17 22:45,2/2/17 22:45,720,0,,,32,3,$18.50 ,$3.70 ,$0.00 ,$0.00 ,$22.20 ,Credit Card,Taxi Affiliation Services,41.87886558,-87.62519214,POINT (-87.625192 41.878866),41.96581197,-87.65587879,POINT (-87.655879 41.965812),38,000000000000000000000000000000000000
1452,358cdfa80f3f485d166854b8c16494905d79d5c3,ad202e5d5a44894bf24e0c0572c3511002a3b0c0b78c93be8e879aba4d5328661b5b9450be4fe41b2af77c571f89aa2e5d2f50f215af789e94c7da4e9ac53494,7/18/15 12:30,7/18/15 12:45,960,2.6,17031081300,17031071100,8,7,$10.45 ,$0.00 ,$0.00 ,$1.50 ,$11.95 ,Cash,Choice Taxi Association,41.89833179,-87.62076287,POINT (-87.620763 41.898332),41.92177819,-87.65106188,POINT (-87.651062 41.921778),37,00000000000000000000
1453,356435fc69cf85b20fa1582b547d25e7d41efa90,a81170c282ccac2aee954070db5b1e42554d9330d15e5d20299d9f653dcffaf13dd28c030194dfeec156c28913b1fb589b1935520f9b8ea150ab0689ab270d46,4/10/13 17:15,4/10/13 17:15,0,0,,,56,77,$3.25 ,$0.00 ,$0.00 ,$0.00 ,$3.25 ,Cash,,41.79259236,-87.76961545,POINT (-87.769615 41.792592),41.9867118,-87.66341641,POINT (-87.663416 41.986712),53,0000000000000000000000000000000000000000000000000000000000000000000000
1454,c8bad2a37650beac278c2e7299f47686c98ae5fc,7a1fca6d29efcaab28920b6dad209edfddb71b865890bc303449727acaaaea8b4178132264d764d7b1ee7c2028e63a77f5da9f4a128741c6ed294d215b017dec,8/11/14 6:00,8/11/14 6:30,1620,15.1,17031070200,17031980000,7,76,$31.85 ,$0.00 ,$0.00 ,$2.00 ,$33.85 ,Cash,Choice Taxi Association,41.92907766,-87.64629348,POINT (-87.646293 41.929078),41.97907082,-87.90303966,POINT (-87.90304 41.979071),68,00000000000000000000
1455,0de009109198f3c0c5aa8761b7bcdc075ed270af,429013bada92513f2d8a2fa3c226446776ee6159dce544b08acb33abc1be61f66a7ace99e6932d7bd9759dbcd14be67dff59c583974857559222a0732c72b14c,6/30/14 18:30,6/30/14 19:00,1200,3.2,17031281900,17031071300,28,7,$12.05 ,$2.40 ,$0.00 ,$0.00 ,$14.45 ,Credit Card,Northwest Management LLC,41.87925508,-87.642649,POINT (-87.642649 41.879255),41.92177836,-87.64145976,POINT (-87.64146 41.921778),29,0000000000000
1456,301b348ad744714fa5f10f663cafad9e05abf135,4ff4f8e6d37be2764019b6d150c248818b6af2dbff5d84627e2699f9855fc3076266d5ac59c677b914a2714e1bcd48e683c01887233d388f2e6e53eed3294c40,11/1/15 2:45,11/1/15 3:00,1020,3.8,,,21,6,$12.05 ,$0.00 ,$0.00 ,$0.00 ,$12.05 ,Cash,Taxi Affiliation Services,41.9386662,-87.71121059,POINT (-87.711211 41.938666),41.9442266,-87.65599818,POINT (-87.655998 41.944227),22,000000000000000000000000000000000000000000
1457,1161b30da2ec5b5cf2de318f5b095fc0812cc8e9,bca79085da78d157007711d04c6e06f655ee5eafb1e5b654033c2f34fcea1d1fd230b48cff6ab67c598d1baa406d0689fd207404711267f2d56fdd93e3a0e6ec,12/5/15 23:30,12/5/15 23:45,1260,3.9,17031071200,17031060100,7,6,$13.45 ,$3.00 ,$0.00 ,$1.00 ,$17.45 ,Credit Card,,41.92185491,-87.64621098,POINT (-87.646211 41.921855),41.95753092,-87.66661144,POINT (-87.666611 41.957531),68,00000000000000000000000000000000000
1458,ec852ea8045cc1366535c38bea9715b153e6e678,f3f6edc7047f9c7dec0c6eb9e252db1d25e5488c5c08b921df188c86ad3fe128122cdb44f3da03ddbb51cf55e5650c069b495b71268e4443abde103ef918ea21,8/25/13 23:30,8/25/13 23:30,0,0,17031081401,,8,,$3.25 ,$0.00 ,$0.00 ,$1.00 ,$4.25 ,Cash,Taxi Affiliation Services,41.89503345,-87.61971067,POINT (-87.619711 41.895033),,,,37,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1459,c20e0b0703c0f3e1e1e9e3312d532dbc63b1db32,5aa1b2790d2fa6c1d5331cc3c58058cba4a8172ec2a70fbd21185452955698a2caf934e7f9fcd0354df03038c0756fa60dd8fce9518683f7c0bb7f40ccf5af90,12/14/14 10:45,12/14/14 10:45,300,0,17031081800,17031081100,8,8,$5.85 ,$2.00 ,$0.00 ,$0.00 ,$7.85 ,Credit Card,Blue Ribbon Taxi Association Inc.,41.89321636,-87.63784421,POINT (-87.637844 41.893216),41.9002213,-87.62910519,POINT (-87.629105 41.900221),37,000000
1460,377811e2a4e0857654a5dd7401aa94a657a3c623,1c9d54e4867d34708886ea38caf0402114d9a497bec7ef8d0b03dfc511ba6ffb1e2f2aa159bd92d752a37a5509ed57caa88c298929ca41773985c640a4f67e7e,5/22/15 13:45,5/22/15 13:45,120,0.5,17031281900,17031833100,28,28,$4.45 ,$0.00 ,$0.00 ,$1.50 ,$5.95 ,Cash,Dispatch Taxi Affiliation,41.87925508,-87.642649,POINT (-87.642649 41.879255),41.87906699,-87.65700503,POINT (-87.657005 41.879067),29,00000000000000000000
1461,5c1b3737004dfb868a659f4c8d7d648bf0be66ce,ccaaaf4dc9e99d67f39288d32739d7e870e321c878dd7ac7b606bbd162a5b688f09639a205fbfceea19f355674a981d268e2700cb69c55aafb2c9b1fde7a7652,3/1/16 22:30,3/1/16 22:30,660,0.1,17031320100,17031071500,32,7,$10.25 ,$2.05 ,$0.00 ,$0.00 ,$12.30 ,Credit Card,Blue Ribbon Taxi Association Inc.,41.88498719,-87.62099291,POINT (-87.620993 41.884987),41.91461629,-87.63171737,POINT (-87.631717 41.914616),38,0000
1462,03cd4196476f7ddac3de5a8f977b0531d337d715,386acefbff35617d4b38bba92265459e932fd026b126106f6b36fdcf8b47aa7e06ac92451d6f95ce4f3b78fc680cd2b713fe62f25ea79eab7f3d82eeacfaf961,8/30/13 21:15,8/30/13 21:15,300,0.9,17031081403,17031320100,8,32,$5.45 ,$0.00 ,$0.00 ,$1.00 ,$6.45 ,Cash,,41.89092203,-87.61886836,POINT (-87.618868 41.890922),41.88498719,-87.62099291,POINT (-87.620993 41.884987),37,00000000000000000000000000000000000000000000
1463,6435e610e6905fb15bfafeba95f9428d0539c6c7,e42842f0cf51e9614c15578fcdcf747c842c4aaa6e8988130720c8250df166521b7c5d04d1f123c698ec77f1a06f7b84db831d2ae4ff970bbc9131408f11d324,2/28/14 19:30,2/28/14 19:45,480,0,17031281900,17031320100,28,32,$6.65 ,$0.00 ,$0.00 ,$0.00 ,$6.65 ,Cash,Taxi Affiliation Services,41.87925508,-87.642649,POINT (-87.642649 41.879255),41.88498719,-87.62099291,POINT (-87.620993 41.884987),29,0000000000000000000000
1464,9d1661a0dae42aaa4867c95c5917fe058029c628,0a5dfb0d81ebf2fc3e48921ca874c63dd8b31d3728d09adba2c923ed8b14064d0f36c4e6a3ab8f3e8202249dfa0002715a139ea0a28b260fea40cd5817d4f369,9/15/15 20:30,9/15/15 20:30,240,0.6,17031070200,17031071400,7,7,$4.65 ,$0.00 ,$0.00 ,$0.00 ,$4.65 ,Cash,Choice Taxi Association,41.92907766,-87.64629348,POINT (-87.646293 41.929078),41.92208254,-87.63415609,POINT (-87.634156 41.922083),68,0000000000000000000000
1465,6502d69daf33e4625f095a897927054b6ff88bf9,aee7d0a30a15f6b96fbd3e5fa81931c8b8001a7bea8494efbb21e830a1dc3aba9b5d35d986ea6d8d0e0c3bab279b5077583ef3075b432c86937f84df9830a731,11/29/15 2:45,11/29/15 3:00,540,2.8,,,7,24,$9.25 ,$2.05 ,$0.00 ,$1.00 ,$12.30 ,Credit Card,Top Cab Affiliation,41.92268628,-87.64948873,POINT (-87.649489 41.922686),41.90120699,-87.67635599,POINT (-87.676356 41.901207),68,000000000000000000000000000000000000000
1466,5a6d2175bb917a225cd9f0c33988f858d7d953da,5445836ad254298c6af060d211ddf0e40b2f2a48146113096eeb1912a21a1ef7b6f3610cde49616bfdc9d502f3c6377fa78caa2b4548e6473a390d5d24056552,7/26/16 18:30,7/26/16 19:15,2160,10.6,17031980100,17031833000,56,28,$30.50 ,$6.90 ,$0.00 ,$4.00 ,$41.40 ,Credit Card,Taxi Affiliation Services,41.78599852,-87.75093429,POINT (-87.750934 41.785999),41.88528132,-87.6572332,POINT (-87.657233 41.885281),53,00000000
